[B-767-300][VP-BLG][20.01.20]
Дата полета (день) [День][][0]
Дата полета (месяц) [Месяц][][0]
Масса самолета [Масса][фунт][3]
Приборная скорость (CAS) [Vпр][уз][1]
Скорость путевая 1 (КВС) [Vпут.1][уз][1]
Расход топлива лев. двигателя [FF.1][фунт/ч][0]
Расход топлива прав. двигателя [FF.2][фунт/ч][0]
Нет обжатия шасси [AIR]
Разбег #1 [Празб.1]
Разбег #2 [Празб.2]
Признак полета #1 [Пполет1]
Обороты N2 прав.двигателя более 20% [N1.2>20]
Левый двигатель запущен, запускается [Праб.л]
Правый двигатель запущен, запускается [Праб.п]
Выруливание [Пвырул]
Руление на старт [Пстарт]
Отрыв от ВПП [Потрыв]
Взлет [Пвзлет]
Выруливание [S003]
Пробег [S011]
Выключение левого двигателя на земле [S012]
Выключение правого двигателя на земле [S013]

T         	День	Месяц	      Масса	   Vпр	Vпут.1	   FF.1	   FF.2	AIR	Празб.1	Празб.2	Пполет1	N1.2>20	Праб.л	Праб.п	Пвырул	Пстарт	Потрыв	Пвзлет	S003	S011	S012	S013
5993.3633 	21.0	  1.0	284157.1030	229.25	339.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5994.1133 	21.0	  1.0	284157.1030	228.75	338.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5995      	21.0	  1.0	284157.1030	228.50	338.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5996      	21.0	  1.0	284157.1030	228.25	337.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5997      	21.0	  1.0	284157.1030	227.75	336.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5998      	21.0	  1.0	284157.1030	227.50	336.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
5999      	21.0	  1.0	284157.1030	227.25	335.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6000      	21.0	  1.0	284157.1030	227.00	335.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6001      	21.0	  1.0	284157.1030	226.75	334.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6002      	21.0	  1.0	284157.1030	226.25	334.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6003      	21.0	  1.0	284157.1030	226.00	333.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6004      	21.0	  1.0	284157.1030	225.75	333.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6005      	21.0	  1.0	284157.1030	225.50	333.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6006      	21.0	  1.0	284157.1030	225.25	332.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6007      	21.0	  1.0	284157.1030	224.75	332.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6008      	21.0	  1.0	284157.1030	224.50	331.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6009      	21.0	  1.0	284157.1030	224.50	331.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6010      	21.0	  1.0	284157.1030	224.25	331.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6011      	21.0	  1.0	284157.1030	224.00	330.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6012      	21.0	  1.0	284157.1030	224.00	330.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6013      	21.0	  1.0	284157.1030	224.00	330.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6014      	21.0	  1.0	284157.1030	224.00	330.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6015      	21.0	  1.0	284157.1030	224.00	329.86	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6016      	21.0	  1.0	284157.1030	224.00	329.00	  992.0	  928.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6017      	21.0	  1.0	284157.1030	224.00	329.00	  992.0	  942.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6018      	21.0	  1.0	284157.1030	223.75	329.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6019.1367 	21.0	  1.0	284157.1030	223.50	329.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6020.3867 	21.0	  1.0	284157.1030	223.50	328.86	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6021.6367 	21.0	  1.0	284157.1030	223.50	328.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6022.8867 	21.0	  1.0	284157.1030	223.50	328.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6024      	21.0	  1.0	284157.1030	223.50	328.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6025      	21.0	  1.0	284157.1030	223.50	328.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6026      	21.0	  1.0	284157.1030	223.50	327.86	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6027      	21.0	  1.0	284157.1030	223.25	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6028      	21.0	  1.0	284157.1030	223.00	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6029      	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6030      	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6031      	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6032      	21.0	  1.0	284157.1030	222.50	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6033      	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6034      	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6035      	21.0	  1.0	284157.1030	222.50	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6035.8633 	21.0	  1.0	284157.1030	222.50	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6036.6133 	21.0	  1.0	284157.1030	222.75	327.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6037.3633 	21.0	  1.0	284157.1030	223.00	326.86	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6038.1133 	21.0	  1.0	284157.1030	223.00	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6039      	21.0	  1.0	284157.1030	223.25	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6040      	21.0	  1.0	284157.1030	223.50	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6041      	21.0	  1.0	284157.1030	223.75	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6042      	21.0	  1.0	284157.1030	224.00	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6043      	21.0	  1.0	284157.1030	224.25	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6044      	21.0	  1.0	284157.1030	224.50	326.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6045      	21.0	  1.0	284157.1030	224.75	326.00	 1022.5	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6046      	21.0	  1.0	284157.1030	225.00	326.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6047      	21.0	  1.0	284157.1030	225.25	326.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6048      	21.0	  1.0	284157.1030	225.50	326.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6049      	21.0	  1.0	284157.1030	225.50	326.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6050      	21.0	  1.0	284157.1030	225.50	325.86	  993.5	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6051.1367 	21.0	  1.0	284157.1030	225.50	325.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6052.3867 	21.0	  1.0	284157.1030	225.50	325.00	  992.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6053.6367 	21.0	  1.0	284157.1030	225.50	325.00	 1022.5	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6054.8867 	21.0	  1.0	284157.1030	225.50	325.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6055.8633 	21.0	  1.0	284157.1030	225.50	325.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6056.6133 	21.0	  1.0	284157.1030	225.50	325.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6057.3633 	21.0	  1.0	284157.1030	225.25	324.86	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6058.1133 	21.0	  1.0	284157.1030	225.00	324.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6059      	21.0	  1.0	284157.1030	225.00	324.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6060      	21.0	  1.0	284157.1030	225.00	324.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6061      	21.0	  1.0	284157.1030	225.00	324.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6062      	21.0	  1.0	284157.1030	225.00	324.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6063      	21.0	  1.0	284157.1030	224.75	323.86	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6064      	21.0	  1.0	284157.1030	224.50	323.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6065      	21.0	  1.0	284157.1030	224.50	323.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6066      	21.0	  1.0	284157.1030	224.50	323.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6067      	21.0	  1.0	284157.1030	224.50	323.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6068      	21.0	  1.0	284157.1030	224.50	323.00	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6069      	21.0	  1.0	284157.1030	224.50	322.86	 1024.0	  960.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6070      	21.0	  1.0	284157.1030	224.50	322.00	 1024.0	  974.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6071      	21.0	  1.0	284157.1030	224.50	322.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6072      	21.0	  1.0	284157.1030	224.25	322.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6073      	21.0	  1.0	284157.1030	224.00	322.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6074      	21.0	  1.0	284157.1030	224.00	322.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6075      	21.0	  1.0	284157.1030	224.00	322.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6076      	21.0	  1.0	284157.1030	224.25	321.86	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6077      	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6078      	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6079.1367 	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6080.3867 	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6081.6367 	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6082.8867 	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6083.8633 	21.0	  1.0	284157.1030	224.50	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6084.6133 	21.0	  1.0	284157.1030	224.75	321.00	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6085.3633 	21.0	  1.0	284157.1030	225.00	320.86	 1024.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6086.1133 	21.0	  1.0	284157.1030	225.00	320.00	 1054.5	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6087      	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6088      	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6089      	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6090      	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6091.1367 	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6092.3867 	21.0	  1.0	284157.1030	225.00	320.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6093.6367 	21.0	  1.0	284157.1030	225.00	319.86	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6094.8867 	21.0	  1.0	284157.1030	225.00	319.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6096      	21.0	  1.0	284157.1030	225.00	319.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6097      	21.0	  1.0	284157.1030	225.00	319.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6098      	21.0	  1.0	284157.1030	225.00	319.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6099      	21.0	  1.0	284157.1030	225.25	319.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6100      	21.0	  1.0	284157.1030	225.25	318.86	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6101      	21.0	  1.0	284157.1030	225.00	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6102      	21.0	  1.0	284157.1030	225.00	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6103      	21.0	  1.0	284157.1030	225.00	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6104      	21.0	  1.0	284157.1030	225.25	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6105      	21.0	  1.0	284157.1030	225.25	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6106      	21.0	  1.0	284157.1030	225.00	318.00	 1056.0	  992.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6107      	21.0	  1.0	284157.1030	224.75	317.86	 1056.0	 1006.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6107.8633 	21.0	  1.0	284157.1030	224.50	317.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6108.6133 	21.0	  1.0	284151.6343	224.25	317.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6109.3633 	21.0	  1.0	284141.6344	224.00	317.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6110.1133 	21.0	  1.0	284131.6345	224.00	317.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6111      	21.0	  1.0	284121.6346	224.00	316.86	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6112      	21.0	  1.0	284111.6347	223.75	316.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6113      	21.0	  1.0	284101.6348	223.75	316.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6114      	21.0	  1.0	284091.6349	224.00	316.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6115      	21.0	  1.0	284081.6350	224.25	316.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6116      	21.0	  1.0	284071.6351	224.50	316.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6117      	21.0	  1.0	284061.6352	224.75	315.86	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6118      	21.0	  1.0	284051.6353	225.00	315.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6119      	21.0	  1.0	284041.6354	225.00	315.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6120      	21.0	  1.0	284031.6355	225.00	315.00	 1056.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6121      	21.0	  1.0	284021.6356	225.00	315.00	 1086.5	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6122      	21.0	  1.0	284011.6357	225.25	315.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6123      	21.0	  1.0	284001.6358	225.50	315.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6124      	21.0	  1.0	283991.6359	225.75	314.86	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6125      	21.0	  1.0	283981.6360	226.00	314.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6126      	21.0	  1.0	283971.6361	226.00	314.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6127      	21.0	  1.0	283961.6362	226.00	314.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6128      	21.0	  1.0	283951.6363	226.00	314.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6129      	21.0	  1.0	283941.6364	226.00	314.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6130      	21.0	  1.0	283931.6365	226.25	313.86	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6131      	21.0	  1.0	283921.6367	226.50	313.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6132      	21.0	  1.0	283911.6368	226.50	313.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6133      	21.0	  1.0	283901.6369	226.50	313.00	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6134      	21.0	  1.0	283891.6370	226.50	312.86	 1088.0	 1024.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6135      	21.0	  1.0	283881.6371	226.50	312.00	 1088.0	 1038.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6136      	21.0	  1.0	283871.6372	226.25	312.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6137      	21.0	  1.0	283861.6373	226.00	312.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6138      	21.0	  1.0	283851.6374	226.00	311.86	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6139      	21.0	  1.0	283841.6375	226.00	311.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6140      	21.0	  1.0	283831.6376	226.00	311.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6141      	21.0	  1.0	283821.6377	226.00	311.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6142      	21.0	  1.0	283811.6378	226.00	310.86	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6143      	21.0	  1.0	283801.6379	226.00	310.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6144      	21.0	  1.0	283791.6380	226.00	310.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6145      	21.0	  1.0	283781.6381	225.75	310.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6146      	21.0	  1.0	283771.6382	225.50	310.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6147.1367 	21.0	  1.0	283761.6383	225.50	309.86	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6148.3867 	21.0	  1.0	283751.6384	225.25	309.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6149.6367 	21.0	  1.0	283741.6385	225.00	309.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6150.8867 	21.0	  1.0	283731.6386	225.00	308.86	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6152      	21.0	  1.0	283721.6387	225.00	308.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
6153      	21.0	  1.0	283711.6388	224.75	308.00	 1088.0	 1056.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
